title,descr,price,year,km,transmission,location,date_posted,link,date_imported,Marca_x,Tipo,Modelo_x,Marca_y,Modelo_y,Comuna,Region
Hyundai grand i-10 2016,"SE VENDE HYUNDAI GRAND I10 EN EXCELENTES CONDICIONES, DOCUMENTACION AL DIA, VERSION CON  AIRE ACONDICIONADO. MANTENCIONES AL DIA.COLOR PLATEADO
VENDE SU DUEÑO,
SE ACEPTAN OFERTAS, SOLO VENTA .",6300000.0,2016,43367.0,Manual  ,"Temuco,  IX Araucanía", Ayer a las 19:26,https://www.yapo.cl/vehiculos/hyundai-grand-i-10-2016_88305667,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,GRAND I-10,Temuco, IX Araucanía
Hyundai accent 2015 rg gl 1.4 puerto montt,"PUERTO MONTT
NO PERMUTA
CONVERSABLE
FULL EQUIPO, AIRE ACONDICIONADO, CONTROL VOLANTE, CIERRA CENTRALIZADO, ALZA VIDRIOS ELECTRICOS, ALARMA, DOS LLAVES ORIGINALES, ACCESORIOS.
MANTENCIONES AL DIA, DOCUMENTACION QUE ACREDITAN Y RESPALDAN QUE EL VEHICULO ESTA AL 100% OPERATIVO.

PAGA CON TRANSFERENCIA ELECTRONICA, DEPOSITOS BANCARIOS, TARJETA DE CREDITO Y/O DEBITO

VERDADEROS INTERESADOS",6999000.0,2015,122000.0,Manual  ,"Puerto Montt,  X Los Lagos", Ayer a las 19:24,https://www.yapo.cl/vehiculos/hyundai-accent-2015-rg-gl-14-puerto-montt_88280258,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,Puerto Montt, X Los Lagos
Hyundai Santa automático Diesel ,Se vende Hyundai Santa Fe automático Diesel full equipo asientos de cuero excelente estado toda su documentación y mantenimiento al día ,12000000.0,2013,107000.0,Automático  ,"Calama,  II Antofagasta", Ayer a las 18:52,https://www.yapo.cl/vehiculos/hyundai-santa-automatico-diesel_88305540,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,SANTA,Calama, II Antofagasta
Hyundai veloster,Se vende dudas y consultas al número o wsp precio conversable documentos al día motor 1.6 tranferencia inmediata,9800000.0,2016,110162.0,Manual  ,"Los Ángeles,  VIII Biobío", Ayer a las 18:40,https://www.yapo.cl/vehiculos/hyundai-veloster_88252139,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,VELOSTER,Los Ángeles, VIII Biobío
Hyundai verna 2021,"EQUIPAMIENTO DE FABRICA , FRENO DISCO DELANTERO Y TRASERO, LLANTAS , CAMARA DE RETROCESO, SENSORES TRASEROS, A/C , PANTALLA TOUCH 14"" ,SISTEMA ANDROID PLAY Y CAR PLAY , GARANTIA VIGENTE DE FABRICA HASTA LOS 25.000 KM , PUEDE SEGUIR VIGENTE SI SE MANTIENEN LAS MANTECIONES CON LA MARCA , PERMISO DE CIRCULACION HASTA MARZO 2023 , SEGUNDO DUEÑO",8490000.0,2021,20000.0,Manual  ,"La Reina,  Región Metropolitana", Ayer a las 18:40,https://www.yapo.cl/vehiculos/hyundai-verna-2021_88296827,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,VERNA,La Reina, Región Metropolitana
Hyundai porter con carrocería ganadera y rampla,"A toda prueba, segundo dueño, bien cuidado, documentos al día hasta enero del 2024, sin partes ni multas, neumaticos nuevos, transferible directo con el dueño, precio poco conversable, ubicado en peñaflor",12000000.0,2013,224000.0,Manual  ,"Peñaflor,  Región Metropolitana", Ayer a las 18:27,https://www.yapo.cl/vehiculos/hyundai-porter-con-carroceria-ganadera-y-rampla_88305400,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Peñaflor, Región Metropolitana
Hyundai Accent,"Único Dueño , 2.700 km poco uso. 
Motor 1.4 Cc , Radio Apple CarPlay touch. 
A/C , Control al volante, alza vidrios eléctricos.
Papeles al día 2024.",9300000.0,2021,2700.0,Manual  ,"La Serena,  IV Coquimbo", Ayer a las 18:20,https://www.yapo.cl/vehiculos/hyundai-accent_88305349,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,La Serena, IV Coquimbo
Hyundai eon,"Hyundai eon 2016

Motor 800
148.000 kilometraje
Segunda dueña
Llantas
Radio pantalla táctil
Sensor de retroceso
Alza vidrios puertas delanteras
Cierre centralizado y alarma
Neumáticos nuevos
Cambio de aceite recién realizado
2 llaves con sus controles respectivos 

Valor conversable",4700000.0,2016,148000.0,Manual  ,"San Clemente,  VII Maule", Ayer a las 17:32,https://www.yapo.cl/vehiculos/hyundai-eon_88257774,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,EON,San Clemente, VII Maule
Hyundai creta 2021,"**$12.490.000 al contado | $11.990.000 con crédito o vehículo en parte de pago**
En Astara Retail Seminuevos Cantagallo, tu confiable elección en Chile para automóviles seminuevos de alta calidad, te presentamos una combinación de elegancia, confort y tecnología: el **Hyundai New Creta 2021**.

Echa un vistazo a sus destacadas características:

- **Motor 1.5 VALUE SU2I:** Este motor de 1.5 litros es conocido por su eficiencia y respuesta dinámica, asegurando que cada viaje sea tanto placentero como económico en consumo de combustible.

- **Transmisión MT de 5 puertas:** Con una transmisión manual que brinda un control preciso y un diseño práctico de 5 puertas, el New Creta es el vehículo ideal para aquellos que buscan un equilibrio entre estilo y funcionalidad.

- **59.900 km Recorridos:** A pesar de sus 59.900 km, este Hyundai New Creta ha sido mantenido con dedicación y cuidado, garantizando que se encuentra en condiciones óptimas para nuevas rutas y aventuras.

Te animamos a conocerlo en persona en Av. Las Condes 12.256, Vitacura. Experimenta la comodidad y la modernidad que el Hyundai New Creta tiene para ofrecer, y entiende por qué se ha posicionado como uno de los SUV preferidos en su segmento.

Si estás evaluando opciones de financiamiento o te interesa poner tu vehículo actual como parte de pago, no dudes en consultarnos. Nuestro equipo estará encantado de asistirte. Te esperamos de Lunes a Viernes, de 8:30 a 19:00 hrs., y los Sábados de 10:00 a 14:00 hrs. En Astara Retail Seminuevos Cantagallo, nuestra prioridad es garantizar tu satisfacción en cada paso del proceso de compra. ¡Ven a visitarnos!",11990000.0,2021,52200.0,Manual  ,"Las Condes,  Región Metropolitana", Ayer a las 16:54,https://www.yapo.cl/vehiculos/hyundai-creta-2021_88304802,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,CRETA,Las Condes, Región Metropolitana
Hyundai tucson 2015,VEHÍCULO DE EXCELENTE ANDAR. LA DOBLE TRACCIÓN ENTREGA MAYOR SEGURIDAD EN SITUACIONES DIFÍCILES DE CONDUCCIÓN.,9500000.0,2015,171500.0,Automático  ,"Ñuñoa,  Región Metropolitana", Ayer a las 16:51,https://www.yapo.cl/vehiculos/hyundai-tucson-2015_88304750,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,TUCSON,Ñuñoa, Región Metropolitana
Hyundai Patente taxi turismo,"Patente Taxi Turismo Aeropuerto incluye  auto  marca HYUNDAI MODELO : ELANTRA GLS 1.6 color azul  unico dueño, actualmente trabajando",22000000.0,2015,290.0,Manual  ,"La Serena,  IV Coquimbo", Ayer a las 16:45,https://www.yapo.cl/vehiculos/hyundai-patente-taxi-turismo_88304678,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,PENTE TAXI TURISMO,La Serena, IV Coquimbo
Hyundai eon 2017,"Vendo Hyundai Eon 2017 ,por renovación, super económico, cambio de aceite al día, batería nueva, aire acondicionado, alza vidrio eléctrico delantero, neblineros, alarma y cierre centralizado.",5800000.0,2017,55613.0,Manual  ,"Puerto Montt,  X Los Lagos", Ayer a las 16:41,https://www.yapo.cl/vehiculos/hyundai-eon-2017_88304632,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,EON,Puerto Montt, X Los Lagos
Hyundai accent 2012,"Se vende hyundain accent con todas sus mantenciones al día 
Posee aire acondicionado 
Precio conversable 
n° de contacto",5700000.0,2012,199000.0,Manual  ,"Río Claro,  VII Maule", Ayer a las 16:25,https://www.yapo.cl/vehiculos/hyundai-accent-2012_88304445,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,Río Claro, VII Maule
Hyundai Accent Hatchback,"Full con aire, radio touch, llantas deportivas, documentacion al dia, transferencia inmediata",7650000.0,2016,75000.0,Manual  ,"Chiguayante,  VIII Biobío", Ayer a las 16:16,https://www.yapo.cl/vehiculos/hyundai-accent-hatchback_88252275,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,Chiguayante, VIII Biobío
Hyundai creta gs,"Vendo mi camioneta hiunday modelo creta color negro , año 2018 en buen estado , pintura y motor impeke por apuros papeles al dia , transferible",8700000.0,2019,144000.0,Automático  ,"San Ramón,  Región Metropolitana", Ayer a las 16:04,https://www.yapo.cl/vehiculos/hyundai-creta-gs_88304116,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,CRETA,San Ramón, Región Metropolitana
Hyundai Veloster full automático,"Se Vende!!! 

Hyundai Veloster 1.6 GLS AT 
Versión full 
Año 2012 
115.000 km 
Dos llaves originales 
Techo panorámico
Climatizador 
Sensores de retroceso de fábrica 
Camara de retroceso de fabrica 
Asientos de cuero/tela 
Vidrios eléctricos 
Cierre centralizado 
Botón star
Sin multas, al día y transferible.",7700000.0,2012,115000.0,Automático  ,"Las Condes,  Región Metropolitana", Ayer a las 16:03,https://www.yapo.cl/vehiculos/hyundai-veloster-full-automatico_88304099,2023-10-04 01:39:41.573799,HYUNDAI,Sedán,ACCENT,HYUNDAI,VELOSTER,Las Condes, Región Metropolitana
Hyundai venue 2020,HYUNDAI VENUE,9980000.0,2020,35000.0,Manual  ,"Las Condes,  Región Metropolitana", Ayer a las 15:55,https://www.yapo.cl/vehiculos/hyundai-venue-2020_88304032,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,VENUE,Las Condes, Región Metropolitana
Hyundai porter 2021,"VENTA DE UNIDAD DE TRABJO POR RENOVAION,
UNIDADES UNIOO DUEÑO Y MANTENCIONES AL DIA
6 MESES DE GARANTIA MECANICA DE REGALO",18000000.0,2021,93442.0,Manual  ,"Osorno,  X Los Lagos", Ayer a las 15:48,https://www.yapo.cl/vehiculos/hyundai-porter-2021_88305205,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Osorno, X Los Lagos
Hyundai i20 2022,HYUNDAI I20,10980000.0,2022,16200.0,Manual  ,"Calama,  II Antofagasta", Ayer a las 15:36,https://www.yapo.cl/vehiculos/hyundai-i20-2022_88303804,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,I20,Calama, II Antofagasta
HYUNDAI ELANTRA ,Se vende uso familiar  todo al dia tapis sanito escotilla eléctrica tdo su asesorío inpeque valo conbersable ,8900000.0,2013,125230.0,Manual  ,"Traiguén,  IX Araucanía", Ayer a las 15:29,https://www.yapo.cl/vehiculos/hyundai-elantra_88303650,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,ELANTRA,Traiguén, IX Araucanía
Hyundai creta 2017,SEMINUEVOS GILDEMEISTER LOS ÁNGELES +56954247950 / Nicolás Almendras Rojas,9280000.0,2017,83711.0,Manual  ,"Los Ángeles,  VIII Biobío", Ayer a las 15:18,https://www.yapo.cl/vehiculos/hyundai-creta-2017_88303415,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,CRETA,Los Ángeles, VIII Biobío
Hyundai santa fe 2013,"*Top de linea
*8 Airbags
*Asientos de Cuero, Calefaccionados con memoria
*Techo Panorámico con escotilla
*Sensor de Lluvia y Oscuridad
*Botón 4x4
*Ahorro de Bencina
*Tercera corrida de asientos
*Papeles al dia
*0 Multas
*En perfectas condiciones, a toda prueba
*NO SE PERMUTA
*Conversable
*Sin detalles solo se vende por espacio",14500000.0,2013,116000.0,Automático  ,"Cerro Navia,  Región Metropolitana", Ayer a las 15:16,https://www.yapo.cl/vehiculos/hyundai-santa-fe-2013_86132859,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,SANTA FE,Cerro Navia, Región Metropolitana
HYUNDAI PORTER 2016 doble cabina recien llegado,"vendo hyundai porter II año 2016 version moderna doble cabina motor 2.5 turbo diesel intercooler caja mecanica de 6 velocidades camada larga de 6 ganchos con proteccion con neumaticos nuevos asientos de cuero y calienta asiento vidrios y espejos electricos cierre centralizado aire acondicionado etc. full equipo
valor $9.500.000
vehiculo recien llegado se entrega con patente al dia
acepto vehiculo de menor valor en parte de pago
consultas fonos 2264268 996400195
direccion Errazuriz 55 entre patagona y zenteno
importaciones JR horario continuado
el vehiculo no es liberado",9500000.0,2016,67000.0,Manual  ,"Punta Arenas,  XII Magallanes & Antártica", Ayer a las 15:03,https://www.yapo.cl/vehiculos/hyundai-porter-2016-doble-cabina-recien-llegado_87916455,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Punta Arenas, XII Magallanes & Antártica
HYUNDAI PORTER 2015 cabina y media recien llegado,"vendo hyundai porter II año 2015 version moderna cabina y media motor 2.5 turbo diesel intercooler caja mecanica de 6 velocidades camada larga de 7 ganchos con proteccion con neumaticos nuevos asientos de cuero vidrios y espejos electricos cierre centralizado aire acondicionado etc. full equipo
valor $9.300.000
vehiculo recien llegado se entrega con patente al dia
acepto vehiculo de menor valor en parte de pago
consultas fonos 2264268 996400195
direccion Errazuriz 55 entre patagona y zenteno
importaciones JR horario continuado
el vehiculo no es liberado",9300000.0,2015,60000.0,Manual  ,"Punta Arenas,  XII Magallanes & Antártica", Ayer a las 15:03,https://www.yapo.cl/vehiculos/hyundai-porter-2015-cabina-y-media-recien-llegado_87914628,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Punta Arenas, XII Magallanes & Antártica
HYUNDAI PORTER 2014 cabina simple recien llegado,"vendo hyundai porter II año 2014 version moderna cabina simple motor 2.5 turbo diesel intercooler caja mecanica de 6 velocidades camada larga de 8 ganchos con proteccion con neumaticos nuevos asientos de cuero vidrios y espejos electricos cierre centralizado aire acondicionado etc. full equipo
valor $8.900.000
vehiculo recien llegado se entrega con patente al dia
acepto vehiculo de menor valor en parte de pago
consultas fonos 2264268 996400195
direccion Errazuriz 55 entre patagona y zenteno
importaciones JR horario continuado
el vehiculo no es liberado",8900000.0,2014,66078.0,Manual  ,"Punta Arenas,  XII Magallanes & Antártica", Ayer a las 15:02,https://www.yapo.cl/vehiculos/hyundai-porter-2014-cabina-simple-recien-llegado_87271905,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Punta Arenas, XII Magallanes & Antártica
Hyundai atos 2022,SEMINUEVOS GILDEMEISTER LOS ÁNGELES +56954247950 / Nicolás Almendras Rojas,7780000.0,2022,4694.0,Manual  ,"Los Ángeles,  VIII Biobío", Ayer a las 14:57,https://www.yapo.cl/vehiculos/hyundai-atos-2022_88303355,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,OS,Los Ángeles, VIII Biobío
Hyundai Elantra Coupe 1.8 Top de Linea,"Se vende sólo por renovación.

El auto se encuentra impecable con todas sus mantenciones al día.

- Full equipo Top de Línea
- Asientos de cuero
- Espejos retrovisores abatibles eléctricos.
- Control de tracción automático y manual.
- Velocidad crucero.
- Cámara de retroceso integrada de fábrica.
- Sunroof
- Neumátcos seminuevos.
- Controles al volante.

Vende misma dueña.

Precio Conversable.

+56983547742",8500000.0,2013,160000.0,Automático  ,"Ovalle,  IV Coquimbo", Ayer a las 14:56,https://www.yapo.cl/vehiculos/hyundai-elantra-coupe-18-top-de-linea_88226975,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,ELANTRA COUPE,Ovalle, IV Coquimbo
HYUNDAI NEW TUCSON año 2016 diesel automatico,"vendo hyundai new tucson año 2016 5 puertas motor 2.0 turbo diesel intercooler caja automatica con camara de retroceso boton de encendido llantas de magnecio aleron pisaderas barras portaequipajes asientos de cuero y calienta asientos radio con mandos al volante vidrios y espejos electricos con señalizadores cierre centralizado a distancia aire acondicionado etc. full equipo
valor $11.200.000
vehiculo con patente al dia
consultas fonos 2264268 996400195
direccion Errazuriz 55 entre patagona y zenteno
importaciones JR horario continuado
el vehiculo no es liberado",11200000.0,2016,67317.0,Automático  ,"Punta Arenas,  XII Magallanes & Antártica", Ayer a las 14:53,https://www.yapo.cl/vehiculos/hyundai-new-tucson-ano-2016-diesel-automatico_88303081,2023-10-04 01:39:41.589476,HYUNDAI,Sedán,ACCENT,HYUNDAI,TUCSON,Punta Arenas, XII Magallanes & Antártica
Hyundai ioniq 100% electrico,"Vehículo Eléctrico en excelente estado, full equipo. 
Rev Técnica hasta Mayo 2025.

Tiene autonomía de 180km. 
Se puede cargar en casa!!! Solo se gastan alrededor $5000 para carga completa.
Carga rápida en zonas establecidas demora 1hr y carga lenta (en casa) demora 15hr.

Dudas al wsp",18490000.0,2019,41500.0,Automático  ,"Machalí,  VI O'Higgins", Ayer a las 14:32,https://www.yapo.cl/vehiculos/hyundai-ioniq-100-electrico_88084037,2023-10-04 01:40:29.281892,HYUNDAI,Sedán,ACCENT,HYUNDAI,IONIQ,Machalí, VI O'Higgins
Hyundai tucson 2.0 diesel at 2019,"VALOR DE VEHÍCULO MAS COMISIÓN.
SE RECIBE VEHÍCULO EN PARTE DE PAGO.
FINANCIAMIENTO AUTOMOTRIZ.",16900000.0,2019,73400.0,Automático  ,"Osorno,  X Los Lagos", Ayer a las 14:08,https://www.yapo.cl/vehiculos/hyundai-tucson-20-diesel-at-2019_87649590,2023-10-04 01:40:29.281892,HYUNDAI,Sedán,ACCENT,HYUNDAI,TUCSON,Osorno, X Los Lagos
Hyundai accent 2016,"Vehículo impecable, bien cuidado, mantenciones al día en el taller de la marca, todos los neumáticos nuevos, aire acondicionado, pantalla touch, mecánico,  comandos al volante, radio am/fm/bluetooth/mp3/cd, neblineros, llantas, freno de disco en las 4 ruedas, las dos copias de llaves, valor conversable. Disponible para ver en Providencia, Ñuñoa y La Reina",8500000.0,2013,71500.0,Manual  ,"Ñuñoa,  Región Metropolitana", Ayer a las 13:56,https://www.yapo.cl/vehiculos/hyundai-accent-2016_88302707,2023-10-04 01:40:29.281892,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,Ñuñoa, Región Metropolitana
Hyundai Santa Fe Crdi 2.2 Aut 2022,"CRDI 2.2 AUT  2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo CRDI 2.2 AUT  2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros",27990000.0,2022,35000.0,Automático  ,"Santiago,  Región Metropolitana", Ayer a las 13:34,https://www.yapo.cl/vehiculos/hyundai-santa-fe-crdi-22-aut-2022_87580320,2023-10-04 01:40:29.291309,HYUNDAI,Sedán,ACCENT,HYUNDAI,SANTA FE,Santiago, Región Metropolitana
Hyundai hd35 2023,"* Precio no incluye IVA
* Incluye bono $1.200.000
* Unidad Nueva sin Uso",22290000.0,2023,0.0,Manual  ,"Santiago,  Región Metropolitana", Ayer a las 13:32,https://www.yapo.cl/vehiculos/hyundai-hd35-2023_88108015,2023-10-04 01:40:29.292311,HYUNDAI,Sedán,ACCENT,HYUNDAI,HD35,Santiago, Región Metropolitana
Hyundai hd35 2023,"* Precio no incluye IVA
* Incluye bono $500.000
* Unidad Nueva sin Uso",25290000.0,2023,0.0,Manual  ,"Santiago,  Región Metropolitana", Ayer a las 13:32,https://www.yapo.cl/vehiculos/hyundai-hd35-2023_88108009,2023-10-04 01:40:29.293308,HYUNDAI,Sedán,ACCENT,HYUNDAI,HD35,Santiago, Región Metropolitana
Hyundai venue 2020,HYUNDAI VENUE,11490000.0,2020,32487.0,Manual  ,"Lo Barnechea,  Región Metropolitana", Ayer a las 13:27,https://www.yapo.cl/vehiculos/hyundai-venue-2020_88131921,2023-10-04 01:40:29.293308,HYUNDAI,Sedán,ACCENT,HYUNDAI,VENUE,Lo Barnechea, Región Metropolitana
Hyundai porter 2017,"SE VENDE CAMIONETA USADA, CON DETALLES EN CARROCERIA , PAPELES AL DÍA Y SIN MULTAS.
DUDAS COMUNICARSE AL WHATSAP",7500000.0,2017,293950.0,Manual  ,"Valparaíso,  V Valparaíso", Ayer a las 13:02,https://www.yapo.cl/vehiculos/hyundai-porter-2017_88302344,2023-10-04 01:40:29.294308,HYUNDAI,Sedán,ACCENT,HYUNDAI,PORTER,Valparaíso, V Valparaíso
Hyundai verna 2020,"Este HYUNDAI VERNA 2020 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto",8790000.0,2020,30350.0,Manual  ,"Huechuraba,  Región Metropolitana", Ayer a las 13:00,https://www.yapo.cl/vehiculos/hyundai-verna-2020_87504373,2023-10-04 01:40:29.294308,HYUNDAI,Sedán,ACCENT,HYUNDAI,VERNA,Huechuraba, Región Metropolitana
Hyundai creta 2020,HYUNDAI CRETA,11580000.0,2020,35639.0,Manual  ,"La Serena,  IV Coquimbo", Ayer a las 12:51,https://www.yapo.cl/vehiculos/hyundai-creta-2020_88302223,2023-10-04 01:40:29.294308,HYUNDAI,Sedán,ACCENT,HYUNDAI,CRETA,La Serena, IV Coquimbo
Hyundai grand santa fe 2016,"Vendo Hyundai Grand Santa Fe, muy buen estado, cómodo, potente, confortable, tres corridas de asientos, AWD, bencinero, motor 3.3, automático, nunca maltratado.",16000000.0,2016,92500.0,Automático  ,"Talca,  VII Maule", Ayer a las 12:32,https://www.yapo.cl/vehiculos/hyundai-grand-santa-fe-2016_88247895,2023-10-04 01:40:29.295308,HYUNDAI,Sedán,ACCENT,HYUNDAI,GRAND SANTA FE,Talca, VII Maule
Hyundai veloster full,"Mecánicamente excelente versión full valor conversable
consulta al whatsapp",9000000.0,2014,163000.0,Automático  ,"Puerto Montt,  X Los Lagos", Ayer a las 12:29,https://www.yapo.cl/vehiculos/hyundai-veloster-full_88301975,2023-10-04 01:40:29.295308,HYUNDAI,Sedán,ACCENT,HYUNDAI,VELOSTER,Puerto Montt, X Los Lagos
Hyundai santa fe 2.4 4x4 mt 2012,COLOR: NEGRO IMPECABLE ESTADO GENERAL. 2.4. 4X4. MECANICO. TERCERA CORRIDA DE ASIENTOS. Recibimos vehículos en parte de pago. Créditos hasta 48 cuotas. Aceptamos tarjetas de crédito. AUT. TALCIANI Y BASUALDO. MANUEL MONTT 1909. PROVIDENCIA.,9990000.0,2012,119421.0,Manual  ,"Providencia,  Región Metropolitana", Ayer a las 11:58,https://www.yapo.cl/vehiculos/hyundai-santa-fe-24-4x4-mt-2012_87741527,2023-10-04 01:40:29.296307,HYUNDAI,Sedán,ACCENT,HYUNDAI,SANTA FE,Providencia, Región Metropolitana
Hyundai Tucson Unico Dueño,"CONTACTAR AL ➕5⃣6⃣9⃣6⃣4⃣3⃣8⃣0⃣6⃣2⃣0⃣
¡UNICO DUEÑO!
HYUNDAI TUCSON 2.0 MANUAL FULL EQUIPO. TODAS LAS MANTENCIONES EN HYUNDAI.
EN IMPECABLE ESTADO, SIN DETALLES MECANICOS NI ESTETICOS, IGUAL A NUEVO!
✅ SOLO 99.000KM.
✅ APPLE CAR PLAY Y ANDROID AUTO.
✅ CAMARA DE RETROCESO.
✅ SENSORES DE RETROCESO.
✅ MANTENCIONES EN HYUNDAI.
✅ MANUAL DE 6 VELOCIDADES.
✅ CONTROL DE ESTABILIDAD.
✅ AIRE ACONDICIONADO.
✅ DOS COPAS DE LLAVES.
BMW X1, HYUNDAI Santa Fe, TOYOTA RAV4, KIA SORENTO, SPORTAGE, SUBARU FORESTER, HYUNDAI TUCSON, Peugeot 2008 y 3008, Chevrolet orlando, captiva, XV, Tucson MITSUBISHI OUTLANDER K2, MONTERO G2, TOYOTA HILUX, MITSUBISHI L200, FORD RANGER, MAZDA BT-50, BT50, AMAROK, NAVARA, NISSAN, TERRANO, SUZUKI GRAND VITARA, GRAN VITARA, GRAND NOMADE, NOMADE, MAZDA CX5, CX-5.",12290000.0,2017,98000.0,Manual  ,"Nueva Imperial,  IX Araucanía", Ayer a las 11:52,https://www.yapo.cl/vehiculos/hyundai-tucson-unico-dueno_88107916,2023-10-04 01:40:29.297308,HYUNDAI,Sedán,ACCENT,HYUNDAI,TUCSON,Nueva Imperial, IX Araucanía
Hyundai Santa Fe Diésel,"Año 2016
Motor 2.2 diésel 
Transmisión automática 
Tres corridas de asiento 
Cámara de retroceso 
Aire acondicionado dual 
Calefacción de asientos 
Comandos al volante 
Sensor de retroceso y de aproximidad 
Butacas eléctricas 
Detalles de pintura por el año 
Vendo solo por renovación. 
Consultas.",16000000.0,2016,135000.0,Automático  ,"Coquimbo,  IV Coquimbo", Ayer a las 11:48,https://www.yapo.cl/vehiculos/hyundai-santa-fe-diesel_88276795,2023-10-04 01:40:29.298308,HYUNDAI,Sedán,ACCENT,HYUNDAI,SANTA FE,Coquimbo, IV Coquimbo
Hyundai grand i10 hb 1.2 2019,"EXCELENTE ESTADO , MANTENCIONES AL DIA , RECIBE VEHICULO EN PARTE DE PAGO , CREDITO HASTA 48 MESES .  SANTA INES 377 , PUERTO MONTT . +56990600545 ..",6490000.0,2019,101000.0,Manual  ,"Puerto Montt,  X Los Lagos", Ayer a las 11:45,https://www.yapo.cl/vehiculos/hyundai-grand-i10-hb-12-2019_87201490,2023-10-04 01:40:29.298308,HYUNDAI,Sedán,ACCENT,HYUNDAI,GRAND I10 1.2,Puerto Montt, X Los Lagos
Hyundai i-10 2020 sedan 1.2,"FONO 990600545
EXCELENTE ESTADO, MANTENCIONES AL DIA, SE RECIBE VEHICULO EN PAGO, CREDITO HASTA 48 MESES, TARJETA DE CREDITO, EFECTIVO.",7490000.0,2020,51957.0,Manual  ,"Puerto Montt,  X Los Lagos", Ayer a las 11:45,https://www.yapo.cl/vehiculos/hyundai-i-10-2020-sedan-12_86081134,2023-10-04 01:40:29.299307,HYUNDAI,Sedán,ACCENT,HYUNDAI,I-10,Puerto Montt, X Los Lagos
Hyundai grand i10 2021,HYUNDAI GRAND I10,7990000.0,2021,19367.0,Manual  ,"Las Condes,  Región Metropolitana", Ayer a las 11:44,https://www.yapo.cl/vehiculos/hyundai-grand-i10-2021_88302481,2023-10-04 01:40:29.299307,HYUNDAI,Sedán,ACCENT,HYUNDAI,GRAND I10,Las Condes, Región Metropolitana
Hyundai accent 2014,"EXCELENTE ESTADO
57000 KMS
1.4 BENCINA
CAJA 6 VELOCIDADES
2 AIRBAGS
AIRE ACONDICIONADO",7400000.0,2014,57000.0,Manual  ,"Valdivia,  XIV Los Ríos", Ayer a las 11:42,https://www.yapo.cl/vehiculos/hyundai-accent-2014_87623234,2023-10-04 01:40:29.300307,HYUNDAI,Sedán,ACCENT,HYUNDAI,ACCENT,Valdivia, XIV Los Ríos
