title;descr;price;year;km;transmission;location;date_posted;link;date_imported;Tipo;Marca;Modelo;Comuna;Region;Pais
Hyundai tucson 2016;fono 942020002 EXELENTE ESTADO, SIN DETALLES;13500000.0;2016;42500.0;Manual  ;Calama,  II Antofagasta; 30 sep 2023 a las 22:34;https://www.yapo.cl/vehiculos/hyundai-tucson-2016_88285363;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON;Calama; II Antofagasta;COREA DEL SUR
Hyundai Tucson;"Vendo Hyundai Tucson NO LIBERADO
Año 2013 automático 
Motor 2.0 diesel
Papeles al día 
Batería nueva
Neumáticos en excelente estado
70.000 kilometros";6500000.0;2013;70000.0;Automático  ;Iquique,  I Tarapacá; 30 sep 2023 a las 21:39;https://www.yapo.cl/vehiculos/hyundai-tucson_88285118;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON;Iquique; I Tarapacá;COREA DEL SUR
Hyundai Creta 2019 Full;Hyundai Creta 2019 Full en excelente estado con TODAS las mantenciones al día a los 70.000 mil km (cambio de aceite, filtro de aceite, filtro de polen, filtro de aire, filtro de bencina y cambio de bujía). NEUMÁTICOS NUEVOS (los cuatro);11680000.0;2019;74900.0;Manual  ;Fresia,  X Los Lagos; 30 sep 2023 a las 20:27;https://www.yapo.cl/vehiculos/hyundai-creta-2019-full_88284888;04-10-2023 1:43;Sedán;HYUNDAI;CRETA;Fresia; X Los Lagos;COREA DEL SUR
Hyundai Accent RB 2014 full;Vehículo full en buenas condiciones sólo detalles estéticos por el año, polarizado americano certificado, precio conversable.;6700000.0;2014;170000.0;Manual  ;Talca,  VII Maule; 30 sep 2023 a las 19:43;https://www.yapo.cl/vehiculos/hyundai-accent-rb-2014-full_88284747;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT RB;Talca; VII Maule;COREA DEL SUR
Hyundai santa fe 2020;"Se vende solo por renovación.
Único dueño. Excelente Estado. 
Todas las mantención en la marca. Recién hecha 50.000 kms. comprobable.
Revisión Técnica hasta Oct. 2024.
Mecánica - Bencinera.
Interesado contactar WhatsApp";20000000.0;2020;50000.0;Manual  ;Puente Alto,  Región Metropolitana; 30 sep 2023 a las 19:37;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2020_88284723;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;Puente Alto; Región Metropolitana;COREA DEL SUR
Hyundai accent 2012 top de linea;Vendo hyundai Accent, versión top de línea, 1.6, bencinero, automático sunroof, neumaticos michelín, sunroof, comando al volante,aire condicionado. En perfectas condiciones, transferible al momento , documentos al día, cambio de aceite recién hecho;8100000.0;2012;120000.0;Automático  ;Temuco,  IX Araucanía; 30 sep 2023 a las 19:33;https://www.yapo.cl/vehiculos/hyundai-accent-2012-top-de-linea_88284696;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT;Temuco; IX Araucanía;COREA DEL SUR
Hyundai new Elantra;"vendo Hyundai new Elantra 1.6 
en buen estado, todos los documentos al dia

cierre centralizado , alza vidrios en las 4 puertas, aire acondicionado, volante y asiento regulable, etc

auto amplio y cómodo, con gran maletera
neumáticos buenos (5) 

Tengo el libro o manual del usuario del auto
2 copias de llaves

vendo en 4.000.000

Respondo llamados y whats app";4000000.0;2010;158600.0;Manual  ;Santiago,  Región Metropolitana; 30 sep 2023 a las 19:32;https://www.yapo.cl/vehiculos/hyundai-new-elantra_88284682;04-10-2023 1:43;Sedán;HYUNDAI;ELANTRA;Santiago; Región Metropolitana;COREA DEL SUR
 Hyundai accent hatchback 1.4, año 2019;Grafito;9000000.0;2019;88000.0;Manual  ;Quilicura,  Región Metropolitana; 30 sep 2023 a las 19:25;https://www.yapo.cl/vehiculos/hyundai-accent-hatchback-14-ano-2019_88284658;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT;Quilicura; Región Metropolitana;COREA DEL SUR
Hyundai atos 2022;Único dueño, papeles al día listo para traspaso. Precio negociable ;6500000.0;2022;75000.0;Manual  ;Independencia,  Región Metropolitana; 30 sep 2023 a las 19:16;https://www.yapo.cl/vehiculos/hyundai-atos-2022_88220793;04-10-2023 1:43;Sedán;HYUNDAI;OS;Independencia; Región Metropolitana;COREA DEL SUR
Hyundai santa fe 2013;"SANTA FE BENCINERO
MOTOR 2.4 cc
AÑO 2013
MECÁNICO 
2 DUEÑOS
160.000 KMS
PINTURA ORIGINAL 
CUIDADO MANIATICO
PAPELES AL DIA
TRANSFERENCIA INMEDIATA 
2 LLAVES ORIGINALES";14200000.0;2013;160000.0;Manual  ;Temuco,  IX Araucanía; 30 sep 2023 a las 19:02;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2013_88284578;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;Temuco; IX Araucanía;COREA DEL SUR
Hyundai creta 2021;"PRECIO LISTA: $12.490.000

PRECIO CON FINANCIAMIENTO: $11.990.000

GUSTAVO CASTRO 
+56 9 5898 8405
Alejandra Rodríguez
+56 9 7179 2821

astararetail.cl- Único en su estado- Real Oportunidad en Seminuevos - Recibimos tu auto en parte de pago - Financiamiento con Santander- Cancela con Tarjetas de crédito o transferencia - Entrega inmediata - Descuentos y Bonos Exclusivos- Calidad y Seguridad. 

Vendemos marcas como: Jeep,  Chevrolet, Chery, Volkswagen, Kia, Hyundai, Suzuki, Toyota, Peugeot, Nissan, Ford, Mazda, MG y mas";11990000.0;2021;60000.0;Manual  ;La Florida,  Región Metropolitana; 30 sep 2023 a las 18:48;https://www.yapo.cl/vehiculos/hyundai-creta-2021_88284482;04-10-2023 1:43;Sedán;HYUNDAI;CRETA;La Florida; Región Metropolitana;COREA DEL SUR
Hyundai Santa Fe 2010 chocada;Cuenta con sus 4 puertas buenas y solo parabrisas quebrado, motor andando más duda o consultas al fono;3500000.0;2010;185000.0;Manual  ;La Unión,  XIV Los Ríos; 30 sep 2023 a las 18:44;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2010-chocada_88284464;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;La Unión; XIV Los Ríos;COREA DEL SUR
Hyundai Grand i10 2015;"se vende hyundai grand i10, año 2015, documentacion al dia, transferible.
tomar contacto al nro.";5650000.0;2015;122000.0;Manual  ;Concepción,  VIII Biobío; 30 sep 2023 a las 18:03;https://www.yapo.cl/vehiculos/hyundai-grand-i10-2015_88284312;04-10-2023 1:43;Sedán;HYUNDAI;GRAND I10;Concepción; VIII Biobío;COREA DEL SUR
Hyundai creta 1,6 full;"SUV Impecable, full equipo, documentos al día, sin choques ni multas.

Botón de encendido engine Star/Stop
Computador a bordo
Transmisión manual 6 velocidades
Frenos ABS
Comando al volante
2 copias de llaves
Cierre centralizado
Alarma
Aire acondicionado
Airbags
Frenos ABS
Alza vidrios eléctricos
Cámara y sensor de retroceso
Pantalla touch 14,6
CarPlay / Bloutooth
Espejos abatibles eléctricos

Excelente estado de motor, tapiz y exterior, interesados contactarse al número publicado. Precio conversable.";11990000.0;2018;88500.0;Manual  ;Viña del Mar,  V Valparaíso; 30 sep 2023 a las 17:53;https://www.yapo.cl/vehiculos/hyundai-creta-16-full_87745354;04-10-2023 1:43;Sedán;HYUNDAI;CRETA;Viña del Mar; V Valparaíso;COREA DEL SUR
Hyundai i10 fl gls 2014 1.1;auto en exelente estado,economico....nunca chocado,documentos al dia,segundo dueño....el auto no presenta detalles mecánicos solo se vende por renovación ...copia de 2 llaves ....neumaticos en buen estado y bateria seminueva,solo contactar reales interesados.-;5200000.0;2014;197000.0;Manual  ;Coronel,  VIII Biobío; 30 sep 2023 a las 17:32;https://www.yapo.cl/vehiculos/hyundai-i10-fl-gls-2014-11_88224371;04-10-2023 1:43;Sedán;HYUNDAI;I10 FL GLS;Coronel; VIII Biobío;COREA DEL SUR
Hyundai Elantra;Se vende Hyundai Elantra Año 2015, full automático, segundo dueño, detalles por los años de uso, sin prendas ni multas;7000000.0;2015;119000.0;Automático  ;Maipú,  Región Metropolitana; 30 sep 2023 a las 16:48;https://www.yapo.cl/vehiculos/hyundai-elantra_88283907;04-10-2023 1:43;Sedán;HYUNDAI;ELANTRA;Maipú; Región Metropolitana;COREA DEL SUR
Hyundai Tucson 2.0 Gl 4x2 2019;"2.0 GL 4X2  2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.0 GL 4X2  2019
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros";15880000.0;2019;34000.0;Manual  ;Santiago,  Región Metropolitana; 30 sep 2023 a las 16:02;https://www.yapo.cl/vehiculos/hyundai-tucson-20-gl-4x2-2019_87758208;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON;Santiago; Región Metropolitana;COREA DEL SUR
Hyundai Veloster 2.0 Js N Premium 2021;"2.0 JS N PREMIUM 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.0 JS N PREMIUM 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante, Frenos discos traseros";15980000.0;2021;48000.0;Manual  ;Las Condes,  Región Metropolitana; 30 sep 2023 a las 15:52;https://www.yapo.cl/vehiculos/hyundai-veloster-20-js-n-premium-2021_87767978;04-10-2023 1:43;Sedán;HYUNDAI;VELOSTER;Las Condes; Región Metropolitana;COREA DEL SUR
Hyundai porter 2016;"TATTERSALL VENTA DIRECTA PRECIO + IVA
CAMIONETA
MARCA: HYUNDAI
MODELO: PORTER 2.5 HDI.
AÑO: 2016
PATENTE: HZRK63-3
KILOMETRAJE: 164242
CAJA: MECANICA
MOTOR: DIESEL
COLOR: BLANCO
AIRE: NO
PERMISO DE CIRCULACION: MARZO 2023
SEGURO OBLIGATORIO: MARZO 2023
REVISION TECNICA: JUNIO 2022
ANALISIS GASES: JUNIO 2022";9000000.0;2016;164242.0;Manual  ;Estación Central,  Región Metropolitana; 30 sep 2023 a las 15:33;https://www.yapo.cl/vehiculos/hyundai-porter-2016_88124644;04-10-2023 1:43;Sedán;HYUNDAI;PORTER;Estación Central; Región Metropolitana;COREA DEL SUR
HYUNDAI I-10, año 2010;"Se vende por cambio de auto, Hyundai i10 GLS 1.1 Transmisión Mecánica con 202 mil km, 2 dueños en perfecto estado.

Verdaderos interesados consultar por interno para más información y visitas.

Pago solo a través de transferencia.";3000000.0;2010;200000.0;Manual  ;Huechuraba,  Región Metropolitana; 30 sep 2023 a las 14:40;https://www.yapo.cl/vehiculos/hyundai-i-10-ano-2010_88223997;04-10-2023 1:43;Sedán;HYUNDAI;I-10;Huechuraba; Región Metropolitana;COREA DEL SUR
Hyundai accent 1.4 full automático;"Auto en excelente condiciones 
Segundo dueño 
Aire acondicionado 
2 Airbag
Mandos al volante 
Cierre centralizado 
Pantalla radio y cámara de retroceso ""7"" original 
Cambio automático 
Alarma 
Documentos al día";7800000.0;2017;77000.0;Automático  ;Macul,  Región Metropolitana; 30 sep 2023 a las 13:53;https://www.yapo.cl/vehiculos/hyundai-accent-14-full-automatico_87812119;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT;Macul; Región Metropolitana;COREA DEL SUR
Hyundai verna 2021;Este HYUNDAI VERNA 2021 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto;9090000.0;2021;4140.0;Manual  ;Huechuraba,  Región Metropolitana; 30 sep 2023 a las 13:07;https://www.yapo.cl/vehiculos/hyundai-verna-2021_88116564;04-10-2023 1:43;Sedán;HYUNDAI;VERNA;Huechuraba; Región Metropolitana;COREA DEL SUR
Hyundai Accent Rb 1.6 Gl Ac 6mt (t) 2018;RB 1.6 GL AC 6MT (T) 2018;6990000.0;2018;118301.0;Manual  ;Huechuraba,  Región Metropolitana; 30 sep 2023 a las 12:45;https://www.yapo.cl/vehiculos/hyundai-accent-rb-16-gl-ac-6mt-t-2018_87806752;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT;Huechuraba; Región Metropolitana;COREA DEL SUR
Hyundai accent 2012;"* Bono Financiamiento $ 400.000.- 
* Precio, Condiciones y Stock pueden variar sin previo aviso.
* Recibimos auto en parte de pago 
Visítenos www.autotattersall.cl";6900000.0;2012;43798.0;Manual  ;Providencia,  Región Metropolitana; 30 sep 2023 a las 11:36;https://www.yapo.cl/vehiculos/hyundai-accent-2012_88282405;04-10-2023 1:43;Sedán;HYUNDAI;ACCENT;Providencia; Región Metropolitana;COREA DEL SUR
HYUNDAI I-20 2022 NUEVO 1.4 cc;UNICO DUEÑO EQUIPADO NUEVO CREDITO HASTA 48 MESES CON VEINTE POR CIENTO DE PIE;11500000.0;2022;9495.0;Manual  ;La Serena,  IV Coquimbo; 30 sep 2023 a las 11:33;https://www.yapo.cl/vehiculos/hyundai-i-20-2022-nuevo-14-cc_88282394;04-10-2023 1:43;Sedán;HYUNDAI;I-20;La Serena; IV Coquimbo;COREA DEL SUR
HYUNDAI SANTA FE 2014 2.2 DIESEL (Credito);"?? Hyundai Santa Fe CRDI GLS 2014

? Motor 2.2 diésel 
? 179.000 kms 
? Full Equipo
? Velocidad crucero 
? Control radio al volante 
 ?3 corridas de asientos 
? 2 dueños 
? Caja Sexta 

Pie Mínimo: $3.000.000

?Financiamiento ?
?Se recibe en parte de pago ??

Llamar o WhatsApp ????

??+569 87289369 ANDREA
??+569 88024455 IVONN
??+569 59165597 MIGUEL
??+569 79004846 AMARILIS 

??San Antonio 1165, Puerto Montt.
??Las Lumas 210, Puerto Montt.";11990000.0;2014;179000.0;Manual  ;Puerto Montt,  X Los Lagos; 30 sep 2023 a las 11:32;https://www.yapo.cl/vehiculos/hyundai-santa-fe-2014-22-diesel-credito_88282388;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;Puerto Montt; X Los Lagos;COREA DEL SUR
Hyundai creta grand su2i 2.0 mt plus 2023;PRONTA ENTREGA EN CONCESIONARIO OFICIAL!! COLOR PLATA. VALOR INCLUYE BONO CON CREDITO PLAN COMPRA MAESTRA DE AMICAR DE $1.700.000, PRECIO DE LISTA AL CONTADO $20.290.000, VALORES VALIDOS HASTA EL 30 DE SEPTIEMBRE DE 2023. RECIBIMOS AUTOS SEMINUEVOS EN PARTE DE PAGO. COORDINAMOS LA ENTREGA EN TODO CHILE, SIN COSTO ADICIONAL, CONSULTANOS.;18590000.0;2023;0.0;Manual  ;Temuco,  IX Araucanía; 30 sep 2023 a las 11:04;https://www.yapo.cl/vehiculos/hyundai-creta-grand-su2i-20-mt-plus-2023_86548101;04-10-2023 1:43;Sedán;HYUNDAI;CRETA GRAND SU2I;Temuco; IX Araucanía;COREA DEL SUR
Hyundai Tucson New Lm Fl 2.0 Gl 2wd 6at Ac 2ab;NEW  LM FL 2.0 GL 2WD 6AT AC 2AB ABS 2016;11990000.0;2016;94126.0;Automático  ;Providencia,  Región Metropolitana; 30 sep 2023 a las 10:50;https://www.yapo.cl/vehiculos/hyundai-tucson-new-lm-fl-20-gl-2wd-6at-ac-2ab_87525418;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON LM FL;Providencia; Región Metropolitana;COREA DEL SUR
Hyundai santa fe 2.4 full aut 2018;"Hermosa Suv de tres corridas de asientos, flamante estado general, pintura original, copia de llaves.
Único dueño, mantenciones concesionario hasta los 65.000 km, las próximas particulares, copia de llaves.
Gestionamos tu financiamiento, seguro, dispositivo de tag e informe online.";16480000.0;2018;92000.0;Manual  ;Concón,  V Valparaíso; 30 sep 2023 a las 10:49;https://www.yapo.cl/vehiculos/hyundai-santa-fe-24-full-aut-2018_87944897;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;Concón; V Valparaíso;COREA DEL SUR
Hyundai Tucson Nx4 Crdi At 2021;"NX4 CRDI AT 2021
DIESEL, AUTOMATICO, CREDITO AUTOMOTRIZ HASTA 48 MESES, ACEPTAMOS AUTOS EN PARTE DE PAGO
Aire Acondicionado, Alza vidrio delanteros, Alzavidrios eléctricos traseros";19490000.0;2021;55000.0;Automático  ;Las Condes,  Región Metropolitana; 30 sep 2023 a las 10:47;https://www.yapo.cl/vehiculos/hyundai-tucson-nx4-crdi-at-2021_87268554;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON NX4 CRDI;Las Condes; Región Metropolitana;COREA DEL SUR
Hyundai Tucson Gl 2.0 Mt 2014;"GL 2.0 MT 2014
104.000 KMS, MECANICA, 4X2, CREDITO AUTOMOTRIZ HASTA 36 MESES, ACEPTAMOS AUTOS EN PARTE DE PAGO Y TARJETAS DE CREDITO
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Airbag conductor, Airbag acompanante";8490000.0;2014;104000.0;Manual  ;Las Condes,  Región Metropolitana; 30 sep 2023 a las 10:47;https://www.yapo.cl/vehiculos/hyundai-tucson-gl-20-mt-2014_88198187;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON GL;Las Condes; Región Metropolitana;COREA DEL SUR
Hyundai rb 2015 1.4cc ac;"En buen estado combersable 
1.4cc excelente rendimiento";5000000.0;2015;238000.0;Manual  ;Gorbea,  IX Araucanía; 30 sep 2023 a las 10:31;https://www.yapo.cl/vehiculos/hyundai-rb-2015-14cc-ac_88282219;04-10-2023 1:43;Sedán;HYUNDAI;RB;Gorbea; IX Araucanía;COREA DEL SUR
Hyundai grand i-10 2019;VEHICULO MUY ECONOMICO 1.2 CC EN EXCELENTE ESTADO CONSULTE POR SU CREDITO HASTA 48 MESES;8450000.0;2019;14000.0;Manual  ;Valdivia,  XIV Los Ríos; 30 sep 2023 a las 10:21;https://www.yapo.cl/vehiculos/hyundai-grand-i-10-2019_87944848;04-10-2023 1:43;Sedán;HYUNDAI;GRAND I-10;Valdivia; XIV Los Ríos;COREA DEL SUR
Hyundai grand i10 2015;¡Reserva por $300.000, con garantía desde 6 meses! Tomamos tu auto en parte de pago al mejor precio del mercado, financiamiento desde un 20% pie con entrega inmediata. Calidad y seguridad por SALFA, con 86 años de trayectoria. ¡No te lo pierdas! Contact Center 600 360 6200.;6990000.0;2015;83000.0;Manual  ;Concepción,  VIII Biobío; 30 sep 2023 a las 10:15;https://www.yapo.cl/vehiculos/hyundai-grand-i10-2015_87457543;04-10-2023 1:43;Sedán;HYUNDAI;GRAND I10;Concepción; VIII Biobío;COREA DEL SUR
Hyundai New Tucson GL 2.0 AUT 2011 FULL, IMPECABLE;"!! GRAN OPORTUNIDAD !! 

Excelente SUV, Full Equipo, Automatica
Realmente Impecable.
Con Sus 4 Neumaticos Nuevos.
Mantenciones Al Dia.
Llegar Y Disfrutar !

VALOR $7.590.000- RECIBO VEHICULO.

Hermoso Hyundai New Tucson GL 2.0 AÑO 2011
Full Equipo, AUTOMATICA.
Dirección Hidráulica 
Aire Acondicionado 
Alzavidrios Eléctricos 
Cierre Centralizado.
Alarma.
Doble Airbag.
Llantas De Fabrica.
Radio CD Mp3 Aux Usb Con Mandos Al Volante.
180.000 Kms Originales Comprobables.
AUTOFACT DISPONIBLE.
3 Dueños.
Tapiz E Interior Original Impecable.
Todas Sus Mantenciones Al Dia.
Mantiene Aún Sus Manuales Originales Y 2 Copias De Llaves.
Jamás Chocada.

TODOS SUS DOCUMENTOS AL DIA 2024.
SIN MULTAS NI DEUDAS.
TRANSFERENCIA INMEDIATA !!

REALES INTERESADOS PORFAVOR CONTACTARME AL +56976205296";7590000.0;2011;180000.0;Automático  ;Rancagua,  VI O'Higgins; 30 sep 2023 a las 10:14;https://www.yapo.cl/vehiculos/hyundai-new-tucson-gl-20-aut-2011-full-impecable_88172393;04-10-2023 1:43;Sedán;HYUNDAI;TUCSON GL;Rancagua; VI O'Higgins;COREA DEL SUR
Hyundai Santa Fe Gls 2.4 2012;"GLS 2.4 2012
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo GLS 2.4 2012
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros";8380000.0;2012;149000.0;Automático  ;Santiago,  Región Metropolitana; 30 sep 2023 a las 10:13;https://www.yapo.cl/vehiculos/hyundai-santa-fe-gls-24-2012_87125197;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE GLS;Santiago; Región Metropolitana;COREA DEL SUR
Hyundai santa fe 2.5 at plus fl 2023;ENTREGA INMEDIATA EN CONCESIONARIO OFICIAL!! COLOR BLANCO. VALOR INCLUYE BONO CON CREDITO PLAN COMPRA MAESTRA DE $1.500.000 DE AMICAR, PRECIO DE LISTA AL CONTADO $28.490.000, VALOR VALIDO HASTA EL 30 DE SEPTIEMBRE DE 2023. RECIBIMOS AUTOS SEMINUEVOS EN PARTE DE PAGO. COORDINAMOS ENTREGA EN TODO CHILE SIN COSTO ADICIONAL, CONSULTANOS;26990000.0;2023;0.0;Automático  ;Temuco,  IX Araucanía; 30 sep 2023 a las 10:00;https://www.yapo.cl/vehiculos/hyundai-santa-fe-25-at-plus-fl-2023_87231271;04-10-2023 1:43;Sedán;HYUNDAI;SANTA FE;Temuco; IX Araucanía;COREA DEL SUR
Hyundai sonata 2021 hibrido;"NUESTROS VEHICULOS SE ENCUENTRAN EN IMPECABLE ESTADO
 TODO NUSTROS VEHICULOS SON REVISADOS Y ESCANEADOS CON NUSTROS MECANICOS DIRECTOS DE DIFOR.
TAMBIEN PODEMOS TOMAR TU AUTO EN PARTE DE PAGO.
TE ENTREGAMOS 3 MESES DE GARANTIA
TENEMOS FINANCIAMIENTO CON DIFERENTES FINANCIERAS, PARA BUSCAR TU MEJOR OPCION DE CREDITO.
EL PIE ES SOBRE EL 10% DEL VALOR DEL VEHICULO..
 CONTACTA A NUESTROS EJECUTIVOS  DE VENTA O VISITANOS EN NUESTRA SUCURSAL DE DIFOR.

AV. LAS CONDES 8692 
CONSULTA CON TU BONO CON CREDITO Y OFERTAS";19990000.0;2021;33321.0;Automático  ;Las Condes,  Región Metropolitana; 30 sep 2023 a las 09:34;https://www.yapo.cl/vehiculos/hyundai-sonata-2021-hibrido_88040891;04-10-2023 1:43;Sedán;HYUNDAI;SONA;Las Condes; Región Metropolitana;COREA DEL SUR
Hyundai porter 2015 diesel;Único dueño, Diesel, jamás chocado, mantenciones al día, tablero, tapiz, alfombra sin detalles, dos llaves con inmovilizador de motor, toda la documentación al día.;11500000.0;2015;137288.0;Manual  ;San Pedro de la Paz,  VIII Biobío; 30 sep 2023 a las 09:21;https://www.yapo.cl/vehiculos/hyundai-porter-2015-diesel_88129771;04-10-2023 1:43;Sedán;HYUNDAI;PORTER;San Pedro de la Paz; VIII Biobío;COREA DEL SUR
Hyundai grand i10 2018;¡Reserva por $300.000, con garantía desde 6 meses! Tomamos tu auto en parte de pago al mejor precio del mercado, financiamiento desde un 20% pie con entrega inmediata. Calidad y seguridad por SALFA, con 86 años de trayectoria. ¡No te lo pierdas! Contact Center 600 360 6200.;7990000.0;2018;68671.0;Manual  ;Temuco,  IX Araucanía; 30 sep 2023 a las 09:19;https://www.yapo.cl/vehiculos/hyundai-grand-i10-2018_87760457;04-10-2023 1:43;Sedán;HYUNDAI;GRAND I10;Temuco; IX Araucanía;COREA DEL SUR
Hyundai accent 2022;"?? VEHÍCULO
??MARCA: HYUNDAI
??MODELO: ACCENT HCI 1.4 MT VALUE 
??AÑO: 2022
??COMBUSTIBLE: BENCINA
??MOTOR: 1.4
??TRANSMISIÓN: MECÁNICA 
??RADIO PANTALLA TOUCH

??PRECIO :$ 11.990.000
??FINANCIAMIENTO HASTA 48 MESES
??REQUISITOS:
??SIN DICOM
??MAYOR DE 21 AÑOS
?? PIE ENTRE 20 A 40%
??ANTIGÜEDAD LABORAL 1 AÑO
?? RENTA DESDE $550.000 LÍQUIDO 
??CONTACTO 9??9??2??5??6??0??3??8??5??";11990000.0;2022;15000.0;Manual  ;Puerto Montt,  X Los Lagos; 30 sep 2023 a las 09:18;https://www.yapo.cl/vehiculos/hyundai-accent-2022_87749575;04-10-2023 1:44;Sedán;HYUNDAI;ACCENT;Puerto Montt; X Los Lagos;COREA DEL SUR
Hyundai i20 ib active hb 1.4 2019;HYUNDAI I20 IB ACTIVE HB 1.4 HATCHBACK 2019 - Derco Errazuriz;9990000.0;2019;85312.0;Manual  ;Buin,  Región Metropolitana; 30 sep 2023 a las 09:13;https://www.yapo.cl/vehiculos/hyundai-i20-ib-active-hb-14-2019_87633407;04-10-2023 1:44;Sedán;HYUNDAI;I20 IB ACTIVE;Buin; Región Metropolitana;COREA DEL SUR
Hyundai creta 2018;HYUNDAI CRETA;13990000.0;2018;0.0;Manual  ;Vitacura,  Región Metropolitana; 30 sep 2023 a las 09:06;https://www.yapo.cl/vehiculos/hyundai-creta-2018_85919456;04-10-2023 1:44;Sedán;HYUNDAI;CRETA;Vitacura; Región Metropolitana;COREA DEL SUR
Hyundai Porter II 2015 Mecanico 4x4 Diésel Full4x4;"Estamos Ubicado en Zona Franca Iquique Zofri Hacemos Envíos Por encargo a puerto chacabuco GARANTIZAMOS SU ENVÍO Confianza Total 

Hyundai Porter II 
Año 2015
Mecanico Caja Sexta 4x4
Traccion 4x4 
Motor 2500cc 
Diésel 
Doble cabina 
Neumaticos De Nieve Nuevo 
Impecable 
Recién Llegado De Korea Como Nuevo 
Volante Original 
Facturación A Primer Dueño en Zona Franca Iquique Zofri 
También Enviamos video Antes De Realizar Su Compra GARANTIA TOTAL 

Valor Puesto en Puerto chacabuco $9.990.000 En el Precio Incluye el transporte y los honorarios de Usuario En Su Región Ningún Otros Gastos Alguno 

Trabajamos con Usuaria En Aysen Para La Recepción De Su Vehículo En Puerto Chacabuco y su Facturación a su nombre como Primer Dueño en Chile GARANTIA TOTAL 

Informes En Iquique Zofri Para Su Compra +56978702661 Juan José Esta en Zona Franca Iquique Zofri No Dude en comunicarse con nosotros para cualquier consulta en su compra GARANTIA TOTAL 

Atte
Juan José";9990000.0;2015;89000.0;Manual  ;Aysen,  XI Aysén; 30 sep 2023 a las 08:59;https://www.yapo.cl/vehiculos/hyundai-porter-ii-2015-mecanico-4x4-diesel-full4x4_88122655;04-10-2023 1:44;Sedán;HYUNDAI;PORTER II;Aysen; XI Aysén;COREA DEL SUR
Hyundai tucson 2018;"DOCUMENTACION AL DIA
LLEGAR Y DISFRUTAR

GESTIONAMOS FINANCIAMIENTO";13900000.0;2018;87400.0;Manual  ;Rancagua,  VI O'Higgins; 30 sep 2023 a las 08:56;https://www.yapo.cl/vehiculos/hyundai-tucson-2018_87358988;04-10-2023 1:44;Sedán;HYUNDAI;TUCSON;Rancagua; VI O'Higgins;COREA DEL SUR
Hyundai grand i10 2022;HYUNDAI GRAND I10;8990000.0;2022;11113.0;Manual  ;Providencia,  Región Metropolitana; 30 sep 2023 a las 08:35;https://www.yapo.cl/vehiculos/hyundai-grand-i10-2022_87894344;04-10-2023 1:44;Sedán;HYUNDAI;GRAND I10;Providencia; Región Metropolitana;COREA DEL SUR
